case,model,dataset,SR,meanT,maxT,minT,wa,pd,npd,persuasion_counts,correct_num
WF_SD,vicuna-13b-v1.5,Boolq,0.0,-1,-1,-1,140,0,326,100;100;0;100;100;100;100;100;100;100;0;0;0;100;100;0;0;100;100;0;100;100;100;100;0;0;100;100;0;0;100;0;100;100;100;0;100;100;100;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;0;100;100;100;0;0;100;100;100;0;100;100;100;100;100;0;100;100;100;100;0;100;100;100;100;100;0;0;100;100;100;100;0;100;100;100;100;0;100;100;100;100;100;100;100;100;100;100;100;0;100;0;0;100;0;0;100;100;100;100;0;100;100;0;0;100;100;100;0;100;0;100;100;0;0;100;100;100;0;0;100;100;100;0;100;0;100;100;0;100;0;100;100;0;100;100;0;100;100;100;100;0;0;100;0;0;100;100;100;0;100;100;0;100;100;0;0;0;0;100;0;100;100;100;0;100;100;100;100;100;100;100;100;100;100;0;0;0;0;100;0;0;100;0;100;0;100;0;100;100;100;0;0;0;0;100;100;100;0;0;100;100;100;100;0;100;100;100;0;100;100;0;100;100;100;0;0;100;100;0;100;100;0;100;100;0;0;100;100;100;0;0;100;0;100;100;100;0;0;100;100;100;0;0;100;100;100;100;100;100;0;100;100;0;100;100;100;0;100;0;0;100;0;100;0;100;100;100;100;100;0;100;100;100;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;100;0;0;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;0;100;100;100;100;0;0;100;100;0;100;100;100;0;100;100;0;100;100;100;100;100;100;100;100;100;100;0;100;100;100;100;0;100;100;0;100;0;0;0;100;100;0;100;100;100;0;100;100;0;100;100;100;100;100;100;100;100;0;0;0;100;0;0;100;0;100;100;100;100;100;100;0;0;100;100;100;100;100;100;0;100;100;0;100;100;100;100;0;100;100;100;100;100;100;0;100;100;0;100;100;0;100;0;100;0;0;100;100;0;100;100;100;0;100;100;100;100;0;0;100;100;100;0;100;100;100;0;0;100;100;100;0;100;0;100,326;0;0;0;0
WF_FD,vicuna-13b-v1.5,NQ1,0.0,-1,-1,-1,244,0,219,100;0;100;100;0;0;0;0;100;100;100;100;0;100;100;0;100;100;100;100;0;100;100;100;100;0;100;0;0;0;100;100;100;100;0;100;100;0;0;100;0;100;100;0;100;0;0;0;0;0;0;0;100;0;100;0;0;0;100;100;0;0;0;100;100;0;0;100;0;0;100;100;100;100;0;0;0;0;0;100;0;100;0;100;100;0;100;0;100;100;100;0;0;100;100;0;100;0;100;100;0;100;100;0;0;0;0;0;0;100;0;100;0;100;100;100;0;100;0;100;0;100;0;0;100;0;0;0;0;100;100;0;0;0;100;100;100;100;0;0;100;0;0;0;100;0;0;100;0;100;0;0;0;100;100;0;0;0;100;0;100;100;0;0;100;0;100;0;100;0;0;100;0;100;100;0;0;100;100;0;0;100;0;0;0;0;0;0;0;100;100;100;0;100;0;100;0;0;0;0;100;0;0;0;100;100;0;100;100;0;100;100;100;100;100;0;0;100;0;100;0;100;100;0;0;100;0;100;100;0;0;100;100;100;0;100;0;100;0;0;0;100;100;100;100;0;100;0;0;100;100;0;0;0;100;100;100;100;100;0;0;100;0;100;100;100;100;0;0;0;100;100;0;100;100;100;0;0;100;100;0;0;0;100;100;100;0;0;100;0;0;0;100;100;100;100;100;100;0;100;100;100;0;0;0;0;0;100;0;0;100;0;100;100;0;100;100;0;0;0;0;100;100;0;0;0;0;100;100;0;0;0;100;100;100;100;100;0;0;0;0;0;100;0;0;0;0;0;100;0;100;100;0;100;0;0;0;0;100;0;0;0;0;0;100;0;100;100;0;0;0;0;100;0;100;100;100;0;0;0;100;100;0;0;100;0;100;100;0;0;100;100;100;0;100;100;0;100;0;100;0;100;0;0;0;0;0;100;0;100;0;100;0;0;100;100;0;100;0;100;0;100;0;0;0;0;0;100;0;100;100;100;0;100;100;0;0;100;100;0;0;0;0;100;100;100;0;0;0;0;100;0;100;100;100;100;0;100;100;0;0;100;0,219;0;0;0;0
CF_SD,vicuna-13b-v1.5,Boolq,0.0,-1,-1,-1,124,0,342,100;100;0;100;100;100;100;100;100;100;100;0;0;100;100;0;0;100;100;0;100;100;100;100;0;0;100;100;100;0;100;0;100;100;0;100;100;100;100;100;0;100;100;100;100;0;0;100;100;100;100;100;100;100;0;100;100;100;0;0;100;100;100;100;0;100;100;100;100;0;0;100;100;100;100;100;100;100;100;100;0;100;100;100;100;100;0;100;100;100;100;0;100;100;0;100;100;100;100;100;100;100;100;0;100;0;0;100;0;0;100;100;100;100;0;100;100;100;100;100;100;100;100;100;0;100;100;100;100;100;100;100;0;0;0;100;100;0;100;0;100;100;100;100;0;100;0;0;100;100;0;100;100;100;100;100;100;100;0;0;100;100;100;100;100;100;0;100;100;0;0;0;0;100;0;100;100;100;0;100;100;100;100;100;100;100;100;100;100;0;0;100;100;100;100;100;0;0;100;0;0;100;100;100;100;0;0;0;0;100;100;100;100;0;100;0;100;100;0;100;100;0;0;100;100;0;100;100;0;0;0;100;100;100;100;100;0;100;100;0;0;100;100;0;0;0;100;100;100;100;100;100;0;100;100;100;100;0;100;100;100;100;100;100;0;100;100;0;100;100;0;0;100;0;0;0;0;100;0;100;100;0;100;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;0;100;100;100;100;100;0;0;100;100;100;100;0;100;100;100;100;100;100;100;0;100;100;100;100;100;100;100;100;100;100;100;0;100;100;0;100;0;100;100;100;0;100;100;100;100;100;100;0;100;100;100;100;100;100;100;100;100;100;0;100;100;100;100;0;100;100;100;100;0;0;100;100;100;0;100;100;100;0;100;100;0;100;100;100;100;100;100;100;100;0;0;0;100;0;100;100;100;100;100;100;100;100;100;100;0;100;100;100;100;100;100;0;100;100;0;100;100;100;100;0;100;100;100;100;100;100;0;100;100;100;100;0;100;100;100;100;0;0;100;100;0;100;100;100;100;100;100;100;100;0;100;100;100;100;0;100;100;100;0;0;100;100;100;0;100;0;0,342;0;0;0;0
WF_FD,vicuna-13b-v1.5,NQ2,0.0,-1,-1,-1,239,0,225,0;100;0;100;100;100;0;0;0;0;100;100;100;100;0;0;100;0;100;100;100;100;100;100;100;100;100;0;100;0;0;100;100;100;100;100;100;100;100;0;0;0;100;0;0;100;100;0;100;0;0;0;0;0;0;0;100;0;100;0;0;0;100;100;0;0;100;0;100;100;0;0;100;0;100;100;100;100;0;0;0;0;0;100;100;100;0;100;100;0;0;100;100;0;100;100;0;100;100;100;0;0;100;100;100;100;0;100;0;0;0;0;0;0;0;0;100;100;0;100;0;0;0;100;0;100;0;100;100;0;100;0;0;0;100;100;0;0;0;0;100;100;0;100;0;100;0;0;0;0;100;0;100;100;0;100;0;0;0;100;0;100;0;0;0;100;100;0;100;0;100;0;100;0;0;0;0;100;0;100;0;0;0;100;100;0;0;100;0;100;0;0;0;0;100;0;0;100;0;100;0;100;0;0;0;100;100;0;100;0;100;100;0;100;100;0;100;100;100;100;100;100;0;100;0;100;0;0;100;0;0;0;0;100;0;0;100;100;100;0;0;100;0;0;0;0;0;100;100;0;100;0;100;0;0;100;0;100;0;100;0;0;0;100;0;100;100;0;100;0;100;0;0;0;100;100;0;100;100;100;100;0;100;100;100;100;100;0;100;100;0;100;100;0;100;100;100;100;100;0;100;0;0;100;0;100;0;100;0;0;100;100;0;100;100;0;0;100;100;100;0;100;100;0;0;100;100;0;0;100;0;0;100;100;0;0;0;100;100;100;0;0;0;100;0;0;100;0;100;0;0;100;0;0;100;0;100;0;0;0;0;100;100;100;0;0;0;0;100;0;100;0;0;0;100;100;100;0;0;0;100;0;0;0;100;0;100;100;0;0;100;100;100;0;0;0;0;100;100;100;0;100;100;0;0;0;0;0;0;100;0;100;0;0;100;100;0;100;0;100;100;100;0;0;0;100;100;0;100;100;0;0;100;100;100;100;100;0;100;100;0;0;100;0;0;100;100;0;0;0;0;0;0;0;100;100;100;0;100;100;100;0;100;100,225;0;0;0;0
WF_SD,vicuna-13b-v1.5,NQ1,0.0,-1,-1,-1,220,0,243,100;0;100;100;100;100;0;0;100;100;100;100;0;0;100;100;100;100;100;100;100;100;100;100;100;100;100;0;0;0;100;100;100;100;100;0;100;0;0;0;0;100;100;0;100;0;0;0;0;0;100;100;100;0;0;0;0;0;0;100;0;0;0;0;100;0;0;0;0;100;100;100;100;100;100;0;0;0;0;100;0;100;0;100;100;0;0;0;100;100;100;100;0;100;100;0;0;100;100;100;0;0;100;0;0;0;0;0;0;0;0;0;0;100;0;0;0;100;0;100;0;100;100;100;100;0;100;0;0;100;100;0;0;100;0;100;0;0;0;0;100;100;100;0;100;0;100;100;0;100;0;0;100;100;100;0;0;0;100;100;100;0;100;0;100;0;100;0;0;100;100;100;0;100;100;0;0;100;100;100;0;100;0;0;0;0;0;0;100;100;0;100;0;100;0;100;0;100;0;0;100;0;100;0;100;100;0;100;100;0;100;100;100;100;100;100;0;100;0;0;0;100;100;100;0;0;0;100;100;0;0;100;100;0;0;100;0;100;0;100;0;100;100;100;100;0;100;0;0;0;0;100;0;100;100;100;100;100;100;0;100;100;0;100;100;100;100;0;0;0;100;100;0;100;100;100;0;0;100;100;0;0;100;0;100;100;0;0;100;0;0;100;100;100;100;100;100;100;0;100;100;100;0;0;0;100;0;100;0;0;0;0;0;100;0;100;0;100;100;0;0;100;100;100;100;100;0;100;100;100;0;100;0;100;100;100;0;0;100;100;100;0;100;0;0;0;100;100;0;0;100;0;100;100;0;0;0;0;100;100;0;0;0;0;100;0;100;100;0;0;0;100;100;0;100;100;100;0;100;0;100;0;0;0;100;100;100;100;0;0;100;100;100;0;100;100;0;100;100;100;0;100;100;0;100;0;100;0;0;100;0;100;100;0;0;100;0;100;100;100;0;100;0;0;0;0;0;100;0;0;100;100;0;100;100;0;0;100;100;0;0;0;0;100;100;100;100;0;0;0;0;0;0;100;100;100;0;100;100;100;0;100;100,243;0;0;0;0
WF_FD,vicuna-13b-v1.5,TruthfulQA,0.0,-1,-1,-1,150,0,309,0;100;100;100;100;0;0;0;0;0;0;100;100;0;100;100;0;0;0;100;0;100;0;0;100;100;100;100;100;0;0;100;0;100;0;100;100;0;100;100;100;0;100;100;100;0;100;0;100;100;100;100;100;100;100;0;100;0;100;100;100;100;100;0;100;100;0;100;100;100;100;100;100;0;0;100;100;100;100;100;100;100;0;100;0;100;100;100;100;0;100;100;100;100;100;100;100;100;0;100;100;0;100;100;100;0;100;0;100;0;100;0;100;100;100;100;100;100;100;100;0;100;0;0;0;100;100;0;100;100;0;0;100;100;100;100;100;100;100;100;100;100;100;100;100;0;100;0;0;0;0;100;100;0;100;100;100;100;0;100;100;100;100;0;100;100;0;100;0;100;100;100;100;100;100;100;0;100;100;100;100;100;100;100;100;0;0;100;0;0;100;100;100;100;100;0;100;0;0;0;0;100;0;100;100;0;0;100;100;100;100;100;100;0;100;0;100;100;0;100;100;100;100;100;0;100;100;100;100;100;100;100;100;0;0;100;100;100;0;0;0;100;0;0;0;100;100;0;100;100;100;0;100;0;0;0;0;100;100;100;0;100;0;100;0;100;100;0;0;100;0;100;100;0;100;100;100;100;0;0;100;100;0;100;100;0;100;100;100;0;0;100;100;0;100;100;100;100;100;100;100;0;0;100;100;100;100;100;0;100;100;100;100;100;100;100;0;100;100;0;0;0;100;100;100;100;100;100;0;100;0;0;100;100;100;100;0;100;0;0;100;100;100;100;0;100;100;100;0;100;100;0;0;100;0;100;100;100;0;0;100;100;100;0;100;0;0;0;100;100;0;100;0;100;100;100;0;0;100;100;100;100;0;100;100;100;100;0;100;0;100;0;0;0;0;0;0;0;100;100;0;0;100;100;0;100;0;100;0;100;100;100;100;100;100;0;100;100;100;100;100;100;0;100;100;100;100;100;100;100;100;100;0;0;100;100;100;100;100;100;0;100;100;0;100;100;100;100;100;100;100;0;0;100;100;100;100;100;100,309;0;0;0;0
CF_FD,vicuna-13b-v1.5,Boolq,0.0,-1,-1,-1,114,0,352,100;100;0;100;100;100;100;100;100;100;0;0;0;100;0;0;0;100;100;100;100;0;100;100;100;0;100;100;100;0;100;100;100;100;0;0;100;100;0;100;0;100;100;100;100;0;0;100;100;100;100;100;100;100;0;100;100;0;0;0;100;100;100;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;0;100;100;100;0;100;100;100;100;0;100;100;0;100;0;100;100;100;100;100;100;100;100;0;0;100;0;100;100;100;100;100;0;100;0;100;100;100;100;100;100;100;0;100;100;100;100;0;100;100;0;100;0;100;100;100;100;0;100;100;100;100;100;100;100;0;100;100;0;100;100;100;100;0;100;100;0;0;100;100;100;100;100;100;0;100;100;0;100;0;100;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;100;0;100;100;100;0;100;100;0;0;0;0;100;100;100;100;100;0;0;100;0;100;100;100;100;0;100;100;100;100;0;100;0;0;0;100;100;0;100;100;100;0;0;100;100;100;100;100;100;100;100;100;100;100;100;0;100;0;100;0;100;100;100;100;100;100;100;100;100;0;100;100;100;100;100;100;100;100;100;0;0;100;0;0;100;0;100;100;0;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;0;100;100;100;100;100;0;0;100;0;100;100;100;100;100;100;100;0;100;100;0;100;100;100;100;100;100;100;100;100;100;0;0;100;100;100;100;0;100;100;100;0;100;100;100;100;100;100;0;100;100;100;100;100;100;100;100;100;100;0;0;100;100;0;100;100;100;100;100;0;0;0;0;100;100;100;100;100;0;100;100;0;100;100;100;100;100;0;0;100;100;0;100;100;100;0;100;0;100;100;100;100;100;100;100;0;100;100;100;100;100;100;0;100;100;0;100;100;100;100;0;100;100;100;100;0;100;0;100;100;0;100;100;100;100;100;100;100;0;100;100;0;100;100;100;100;100;100;100;100;0;100;100;100;100;0;100;100;100;0;100;100;0;100;0;100;0;0,352;0;0;0;0
WF_SD,vicuna-13b-v1.5,NQ2,0.0,-1,-1,-1,246,0,218,0;100;0;100;100;100;0;100;0;0;0;100;100;100;0;0;100;0;100;100;100;100;100;100;100;100;100;0;100;0;0;0;100;100;100;100;100;100;100;100;0;0;0;100;100;100;100;0;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;100;0;0;100;0;100;0;0;0;100;100;0;100;100;100;0;0;0;0;0;100;100;100;0;100;100;0;100;100;100;0;100;100;0;100;100;100;0;0;0;100;100;0;0;100;0;0;0;0;0;0;0;100;0;100;0;100;100;100;0;100;0;0;0;100;100;100;100;0;0;0;100;100;0;0;0;100;100;0;0;0;0;100;0;100;0;100;100;0;100;100;0;100;0;100;0;100;100;100;0;100;0;100;100;0;0;0;100;0;100;0;0;0;0;100;0;100;100;0;0;100;100;100;0;0;0;0;0;0;0;0;100;0;0;100;0;100;0;100;0;100;0;0;100;0;100;0;100;100;0;100;100;0;100;100;100;100;100;100;0;100;0;0;0;0;100;0;0;0;0;100;100;0;0;100;100;0;0;0;0;0;0;0;0;100;0;100;100;0;100;0;0;100;0;100;0;100;100;0;0;0;0;100;100;0;100;100;100;100;0;0;100;100;0;100;100;100;0;0;0;100;0;0;100;0;100;100;0;0;100;0;100;0;100;100;100;100;100;100;0;100;0;100;0;0;0;0;0;100;0;100;100;100;0;100;0;100;0;0;100;0;0;100;100;0;0;100;0;100;100;100;100;0;0;100;100;100;0;0;0;100;0;0;0;0;0;0;100;100;0;0;100;0;0;100;0;0;0;0;100;100;0;0;0;0;100;0;100;0;0;0;100;0;100;0;0;0;100;0;0;0;100;0;100;100;0;100;100;100;100;0;0;0;100;100;100;100;100;100;100;0;100;0;100;100;0;100;0;100;0;0;0;100;0;100;0;100;0;100;100;0;0;100;0;0;100;0;0;0;100;0;100;100;0;100;100;0;0;0;0;0;100;0;100;0;100;0;0;0;0;0;100;0;100;0;100;100;0;0;100;100,218;0;0;0;0
CF_SD,vicuna-13b-v1.5,NQ1,0.0,-1,-1,-1,187,0,276,100;0;0;100;100;100;0;0;0;100;100;100;100;100;100;0;100;100;100;100;100;100;100;100;100;0;100;100;0;100;100;100;100;0;100;100;100;0;0;100;100;100;100;0;100;0;0;0;100;0;0;0;100;0;100;0;100;0;100;100;100;0;100;0;100;100;0;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;0;100;100;100;0;0;100;0;100;100;0;100;100;0;0;100;100;100;0;0;100;0;100;0;0;0;0;0;0;0;100;100;100;0;0;100;100;100;0;100;100;100;100;0;100;0;0;100;100;0;0;100;0;100;100;0;0;0;100;0;0;0;100;0;100;100;0;100;0;0;100;100;100;100;0;100;100;100;100;0;0;0;100;0;100;0;100;100;0;100;0;100;100;0;0;100;100;100;0;100;100;0;100;100;0;100;100;100;100;100;100;100;0;100;100;100;100;0;100;0;100;0;100;100;0;100;100;0;100;100;0;100;100;100;0;100;0;0;0;100;100;0;0;100;0;100;100;0;0;100;100;100;0;100;0;100;0;0;0;100;100;100;100;0;100;0;0;100;100;100;0;100;100;100;100;100;100;0;100;100;0;100;100;100;100;0;100;0;0;100;0;100;100;100;0;0;0;100;0;100;100;0;100;100;100;0;100;0;100;100;100;0;100;100;100;0;0;100;100;100;0;0;0;0;0;100;0;100;0;100;100;100;100;100;100;0;100;0;0;100;100;0;100;100;0;100;100;100;0;0;0;100;100;100;0;100;100;100;100;0;100;0;100;0;100;100;100;0;100;0;100;100;0;0;0;100;100;100;0;0;0;0;100;0;100;100;0;0;100;0;100;0;100;100;100;0;100;0;100;0;0;0;100;0;100;100;100;0;100;100;100;0;100;100;0;100;100;100;100;100;100;0;100;0;100;0;100;100;0;100;0;0;100;100;0;100;0;100;100;100;0;0;0;0;0;100;100;0;0;100;0;100;100;0;0;100;100;0;0;0;0;100;100;100;0;0;100;0;0;0;0;100;100;100;100;0;100;100;0;100;100,276;0;0;0;0
WF_SD,vicuna-13b-v1.5,TruthfulQA,0.0,-1,-1,-1,147,0,312,0;100;100;100;100;100;0;100;0;100;0;100;100;100;0;100;0;100;0;100;0;100;0;0;0;100;100;100;100;0;0;100;100;100;0;100;100;0;100;100;100;100;100;100;100;0;100;0;100;100;100;100;100;100;100;100;100;0;100;100;0;100;100;0;100;0;0;100;100;100;100;100;100;0;0;100;100;100;100;0;100;100;0;100;0;100;100;100;100;0;100;0;0;100;100;100;100;100;0;100;100;0;100;100;100;0;100;0;100;0;0;0;100;0;100;100;100;100;100;100;0;100;0;0;0;100;100;0;100;100;100;100;0;100;100;0;100;100;100;100;100;100;100;100;100;100;100;0;0;0;100;100;100;0;100;100;100;100;100;100;100;100;100;0;100;100;0;100;100;100;100;100;100;0;100;0;0;100;100;100;100;100;0;100;100;100;100;100;0;0;100;0;100;100;100;0;100;100;100;100;0;100;0;100;100;0;0;100;100;100;100;100;100;0;100;0;100;100;100;100;100;100;100;100;0;100;100;100;100;100;100;0;100;0;100;100;100;100;100;100;0;100;0;0;100;100;100;0;0;100;100;0;100;0;0;0;0;0;100;100;0;100;100;100;0;0;100;0;0;100;0;100;100;0;100;100;100;100;0;0;100;100;0;100;100;0;100;100;0;0;100;0;100;0;100;100;100;100;100;100;0;0;0;100;0;100;100;100;0;100;100;100;100;0;100;100;0;100;100;0;0;0;100;100;100;100;100;100;0;100;0;100;100;100;100;100;0;100;100;0;0;100;0;100;0;100;100;0;0;100;100;0;0;100;0;100;100;100;0;0;100;100;100;0;100;0;0;0;100;0;0;100;0;100;100;100;0;0;100;100;100;100;0;100;100;0;100;0;100;0;100;100;0;0;100;0;0;100;100;100;0;0;100;100;100;100;100;100;0;100;0;100;100;100;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;0;0;100;0;100;100;100;100;100;100;100;0;100;0;100;100;100;100;100;0;0;100;100;100;100;100;100,312;0;0;0;0
